,id_post,id,message,picture,link,name,caption,description,icon,type,status_type,created_time,updated_time,shares
38,117,612616258840297_788299467938641,"¡Fútbol, fútbol y más fútbol! Vive toda la experiencia de #Copa100 a través de nuestro sitio oficial.? http://bit.ly/28VVfVs",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDSdnevoEUiFmww&w=130&h=130&url=http%3A%2F%2Fs3.amazonaws.com%2Fphotos.socialagency.com%2F545%2F1466287527718_aG9tZS1tYXJxdWVlLWxvZ28tX3gxNjAucG5n.original.png&cfs=1,http://bit.ly/28VVfVs,Home | COPA America Centenario | USA 2016,es.ca2016.com,"Official Copa America 2016 is the leading global soccer tournament. Buy Tickets to Copa, Explore Cities, Copa Match Times and Information, News about Copa Teams and Players, Player Rosters, About, Ticketing FAQ, Store, App Information. The social Media Conversation for COPA starts here.",https://www.facebook.com/images/icons/post.gif,link,shared_story,2016-06-26T17:30:08+0000,2016-06-27T00:26:47+0000,1
39,118,612616258840297_788293121272609,"Viu esse gol do Bacca aos 31' na partida #USAvCOL pelo terceiro lugar da #CopaAmerica? Esse foi o 5º gol do Bacca para a Selección Colombia - FCFSeleccionCol em 2016, e ele se tornou o artilheiro da seleção da Colômbia neste ano.",https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xap1/v/t15.0-10/s130x130/13538275_788294247939163_1527402285_n.jpg?oh=d96e9fb14c394b9ac289d2ff2b0ddb51&oe=5834FEEA&__gda__=1475365373_63c864ae439e1900ea1ed3431c29f9b0,https://www.facebook.com/2016CopaAmericaCentenario/videos/788293121272609/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T17:17:05+0000,2016-06-26T17:19:57+0000,44
40,119,612616258840297_788284081273513,Carlos Bacca scored his 5th goal for Selección Colombia - FCFSeleccionCol in 2016. Bacca is the leading scorer for Colombia this year. #USAvCOL #Copa100,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xta1/v/t15.0-10/s130x130/13538067_788284961273425_490370709_n.jpg?oh=90360a423ec9dd90ee29445f80bcba8b&oe=57F658F0&__gda__=1476086522_58d2a71c7b160a298a2163d4312e7e96,https://www.facebook.com/2016CopaAmericaCentenario/videos/788284081273513/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T17:01:19+0000,2016-06-26T17:01:19+0000,28
41,120,612616258840297_788284234606831,Embrace team spirit. #EmbraceDiversity #Copa100,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/12526080_788284931273428_825587527_n.jpg?oh=2f00fc11f6a9d663a1b0c73c7d6c365d&oe=57F52381&__gda__=1478916646_d3dd267144ce657f9aaafd93f35eea60,https://www.facebook.com/2016CopaAmericaCentenario/videos/788284234606831/,Embrace Diversity,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T17:01:17+0000,2016-06-27T01:05:32+0000,41
42,121,612616258840297_788284151273506,Estamos unidos por el fútbol. Acepta y respeta la diversidad. #Copa100,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/13481466_788284834606771_1687857267_n.jpg?oh=aa11728ed867a0f0bcf0148f4f81cc45&oe=582A8265&__gda__=1475144770_4099f905315b7586282ddf13b183d99e,https://www.facebook.com/2016CopaAmericaCentenario/videos/788284151273506/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T17:01:15+0000,2016-06-26T23:27:24+0000,27
43,122,612616258840297_788284044606850,#GolesdeCopa100: 31' Bacca (COL): Carlos Bacca es el máximo goleador de la Selección Colombia - FCFSeleccionCol en el 2016 (5 goles).,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xtf1/v/t15.0-10/s130x130/13481681_788284631273458_1681951613_n.jpg?oh=375aaa2d4f3079c5b3be82ef9539e007&oe=5828D15C&__gda__=1475973946_af70d85972c2031e23988827949b4a43,https://www.facebook.com/2016CopaAmericaCentenario/videos/788284044606850/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T17:01:00+0000,2016-06-27T15:12:42+0000,61
44,123,612616258840297_788264721275449,Selección Chilena quer fazer história contra a AFA - Selección Argentina e levar bicampeonato: http://bit.ly/28WxpWe,https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-0/s130x130/13516322_788264721275449_5321251096905162039_n.jpg?oh=922e1d5adcd805717ca4ff054fecfb49&oe=583139FE&__gda__=1475915369_d9267f87d3e143b7974bae41ebd848b6,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788264721275449/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T16:30:10+0000,2016-06-26T23:30:22+0000,10
45,124,612616258840297_788264751275446,Selección Chilena confía en su sistema para repetir título de #CopaAmérica: http://bit.ly/28Wxvgs,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQA0o6p1w3mpHn_l&w=130&h=130&url=http%3A%2F%2Fes.ca2016.com%2Fuploads%2F13%2F09%2FVargas3-1024x_.jpg%3Ftoken%3Db5656d38649852ebb536b1f42e5cdba2&cfs=1&sx=37&sy=0&sw=471&sh=471,http://bit.ly/28Wxvgs,Chile confía en su sistema para repetir título de Copa América,es.ca2016.com,"El partido del domingo en la final Copa América Centenario será el encuentro 89 entre Argentina y Chile, y la sexta ocasión que los dos equipos se miden en la final del histórico torneo. En esos 89 partidos, Argentina sólo ha perdido siete.",https://www.facebook.com/images/icons/post.gif,link,shared_story,2016-06-26T16:30:10+0000,2016-06-29T00:01:20+0000,89
46,125,612616258840297_788264737942114,Selección Chilena looks to make history with second-straight #CopaAmerica title: http://bit.ly/28WxgC9,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCRcRviYw-Z-Sdz&w=130&h=130&url=http%3A%2F%2Fwww.ca2016.com%2Fuploads%2F05%2F06%2FVargas3-1024x_.jpg%3Ftoken%3Db5656d38649852ebb536b1f42e5cdba2&cfs=1&sx=37&sy=0&sw=471&sh=471,http://bit.ly/28WxgC9,Chile looks to make history with second-straight Copa America title,www.ca2016.com,"Sunday evening's Copa America Centenario Final marks the 89 th meeting between Argentina and Chile. In those 89 clashes, Argentina has only lost seven. But La Albiceleste will need to get through the reigning champions to hoist the trophy for a record-tying 15 th time That's something they couldn't ...",https://www.facebook.com/images/icons/post.gif,link,shared_story,2016-06-26T16:30:09+0000,2016-06-28T02:07:31+0000,88
47,126,612616258840297_788249874610267,"Para àqueles que irão ao jogo da #CopaAmerica de hoje, confira a imagem abaixo antes das partidas. É importante que as regras para a entrada de sacolas nos estádios seja respeitada. #Copa100",https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xpt1/v/t1.0-0/s130x130/13528910_788249874610267_6474743398491781643_n.png?oh=beb3083d23dea400b251f69e8c210419&oe=57FA2B1B&__gda__=1475796541_043822255309f65cdda8c18ccc0b0fdc,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788249874610267/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T16:00:13+0000,2016-06-26T16:41:26+0000,5
48,127,612616258840297_788249854610269,Heading to the #ARGvCHI Final tonight at MetLife Stadium? Don't forget the clear bag policy! #Copa100 #CopaAmerica,https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-0/s130x130/13516468_788249854610269_2658424834861541850_n.png?oh=46ebaeacd322ca7974045d901c0cdb54&oe=57F500CD&__gda__=1474977136_385ee88b13c97c11c17165469968a709,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788249854610269/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T16:00:11+0000,2016-06-26T16:56:18+0000,3
49,128,612616258840297_788249814610273,"¡Si vas a los partidos de #Copa100, no te olvides de la política de bolsas transparentes! ? 

Más información aquí: http://bit.ly/28WuxZp",https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-0/s130x130/13516420_788249814610273_8591672133572694238_n.png?oh=4ca75e01191e7d05c50164fae30f1ea9&oe=57ECC2B4&__gda__=1478925651_d2664a0041b462d57a4c6c94e8c31b59,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788249814610273/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T16:00:09+0000,2016-06-26T16:33:39+0000,4
50,129,612616258840297_788245584610696,"¿Quién crees que se llevará el #BalóndeOro de #Copa100, presentado por Mastercard?",https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-0/s130x130/13516606_788245584610696_5395177124080918599_n.png?oh=60abdf9625e7eee971fb60b27a640067&oe=57F3356F&__gda__=1475201490_11ee0d71554d008e9203e559f2bce494,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788245584610696/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T15:54:15+0000,2016-06-28T04:17:11+0000,76
51,130,612616258840297_788243297944258,Who do you think will win the #GoldenBall? Presented by Mastercard #Copa100,https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-0/s130x130/13524543_788243297944258_6843519541191640546_n.png?oh=b600822697395f9c38d7c3087ec36c9d&oe=57FC869D&__gda__=1479450890_5ee5de206f0044cfff73dfd31d5b5115,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788243297944258/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T15:52:35+0000,2016-06-28T12:04:37+0000,11
52,131,612616258840297_788229124612342,Hoje a AFA - Selección Argentina de Messi estará disputando o título da #CopaAmerica contra a Selección Chilena de Arturo Vidal! Quem será que vai ser o campeão? #ARGvCHI #Copa100,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/13521936_788229124612342_7935169644071019562_n.png?oh=9a4361ce0bfbd867d141ccf0bd179605&oe=57EAF06D&__gda__=1475536063_a5fff5ec1bbf530a91e6051cba194d0e,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788229124612342/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T15:30:10+0000,2016-06-27T20:35:20+0000,161
53,132,612616258840297_788229094612345,AFA - Selección Argentina will take on Selección Chilena in the #Copa100 Final at 8:00 PM EST on FS1 and Univision Deportes. Will you be watching? #ARGvCHI,https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xta1/v/t1.0-0/s130x130/13557751_788229094612345_5281677262291733964_n.png?oh=3df663bd3d94f8ba30b254f072b1a3cf&oe=5828737D&__gda__=1475780104_086907a612cbb59c4827a9b751098a3c,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788229094612345/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T15:30:09+0000,2016-06-27T05:25:09+0000,220
54,133,612616258840297_788229097945678,??? ¡LA GRAN FINAL! Hoy la AFA - Selección Argentina de Leo Messi se enfrenta a la Selección Chilena de Arturo Vidal. ¿Quién será el campeón de la Copa América Centenario 2016. #ARGvCHI #Copa100,https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-0/s130x130/13501872_788229097945678_4747505735463081685_n.png?oh=f9a43f32dfdfce53e6dcbf1619d739ad&oe=5829ECF9&__gda__=1476264939_9e6f12a71c2955f597d5ee3890ed3b63,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788229097945678/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T15:30:09+0000,2016-06-28T18:05:52+0000,900
55,134,612616258840297_788215797947008,Get ready for the #Copa100 Final with our mobile app! Download it here: http://bit.ly/28Wp18S,https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-0/s130x130/13511956_788215797947008_2460127928156179776_n.png?oh=a3a4a59c40887aeacd1a50ae804f729b&oe=57FCB61F&__gda__=1475001921_37151ab6abba2c4c78e77306d4329e73,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788215797947008/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T15:00:14+0000,2016-06-26T15:00:14+0000,10
56,135,612616258840297_788215891280332,"Baixando o nosso app você acessa todo o conteúdo sobre a #CopaAmerica. Lá tem gritos de torcida, fotos, tabelas, e muito mais! Baixe agora para Android ou iOS. #Copa100


http://bit.ly/28Wp9Fx",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDqUG2SkXiU7K1G&w=130&h=130&url=http%3A%2F%2Fpt.ca2016.com%2Fimg%2Fapp%2Fphone-es.png&cfs=1,http://bit.ly/28Wp9Fx,Baixe agora o APP oficial da Copa America Centenario!,pt.ca2016.com,Baixe aqui!,https://www.facebook.com/images/icons/post.gif,link,shared_story,2016-06-26T15:00:14+0000,2016-06-26T16:52:48+0000,3
57,136,612616258840297_788215754613679,"¡Si no te quieres perder toda la emoción de #Copa100, asegúrate de descargar nuestro app oficial! ¡Todo lo que necesitas en la punta de tus dedos! ???? Descárgalo aquí: http://bit.ly/28VHnL0",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDmxm7wvaR6ddTh&w=130&h=130&url=http%3A%2F%2Fes.ca2016.com%2Fimg%2Fapp%2Fphone-es.png&cfs=1,http://bit.ly/28VHnL0,COPA America Centenario | USA 2016,es.ca2016.com,"La Copa América Centenario marca los 100 años de uno de los torneos más antiguos del fútbol a nivel mundial. El evento se llevará a cabo en 10 ciudades a través de los Estados Unidos del 3-26 de junio, 2016, y será la primera vez que se realice fuera de Sudamérica.",https://www.facebook.com/images/icons/post.gif,link,shared_story,2016-06-26T15:00:08+0000,2016-06-26T16:26:27+0000,4
58,137,612616258840297_788210644614190,What you need to know if you are heading to the #CopaAmerica Final tonight. Please share!,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAqpaXUUinBChfF&w=130&h=130&url=http%3A%2F%2Fimage.nj.com%2Fhome%2Fnjo-media%2Fwidth620%2Fimg%2Fnj_soccer%2Fphoto%2F20640695-standard.jpg&cfs=1&sx=121&sy=0&sw=427&sh=427,http://www.nj.com/soccer-news/index.ssf/2016/06/going_to_metlife_stadium_sunday_for_2016_copa_amer.html,Going to MetLife Stadium Sunday for 2016 Copa America Finals? Here's what you need to know,nj.com,What you need to know about the 2016 Copa America Finals at MetLife Stadium,https://www.facebook.com/images/icons/post.gif,link,shared_story,2016-06-26T14:55:16+0000,2016-06-26T14:55:16+0000,57
59,138,612616258840297_788204704614784,Today is the day! Who do you think will triumph in the battle for the Copa America Centenario trophy? Will AFA - Selección Argentina get their first major title since 1993? Will Selección Chilena get their second consecutive #CopaAmerica title? We can't wait to find out!  #ARGvCHI #Copa100,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xpt1/v/t15.0-10/s130x130/13481609_788205271281394_1302981264_n.jpg?oh=18fdce9b10fc8773cd12bdbe9e1df992&oe=58342008&__gda__=1479112771_478c95ee027f879506783a839f0c12ee,https://www.facebook.com/2016CopaAmericaCentenario/videos/788204704614784/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T14:50:13+0000,2016-06-27T04:29:50+0000,1245
60,139,612616258840297_788172734617981,The stage for tonight's #copa100 Final is set. ?? vs. ?? #CopaAmerica #360,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/s130x130/13538087_788173921284529_1880032576_n.jpg?oh=6d34c8dce9beab624a70ce983c4fb038&oe=57F82CD8&__gda__=1475331071_cdc9d00bb3e9f4dcac5cffad115def67,https://www.facebook.com/2016CopaAmericaCentenario/videos/788172734617981/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T14:11:29+0000,2016-07-09T20:22:13+0000,2783
61,140,612616258840297_788168694618385,Tune into FS1  or Univision  at 8pm ET to watch tonight's #ARGvCHI Final! #Copa100,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/13516173_788168694618385_5146036572424461942_n.png?oh=647c52da947e42fcb7d905787cb36ccf&oe=5833D169&__gda__=1475242171_b8567a1ad912e26ad3be3ed4f203d60f,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788168694618385/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T14:00:10+0000,2016-06-26T14:00:10+0000,829
62,141,612616258840297_788168667951721,"Não percam a final dessa #CopaAmerica com a grande revanche entre AFA - Selección Argentina e a Selección Chilena pelo título! No Brasil, o SporTV estará transmitindo esse jogão às 19:30h horário de Brasília. #ARGvCHI #Copa100",https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xpt1/v/t1.0-0/s130x130/13434864_788168667951721_1438504369512235267_n.png?oh=ca5c827b6877027530962f214b652096&oe=58364225&__gda__=1475560195_8e73adc76f59c0596e7b3f3e7fb8a5d1,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788168667951721/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T14:00:09+0000,2016-06-27T00:04:43+0000,60
63,142,612616258840297_788168657951722,¡Buenos días! ¡Hoy se juega la gran final de #Copa100! La AFA - Selección Argentina  y la Selección Chilena están a tan sólo un paso de ser campeones! ¡Síguela a las 8pm ET por FS1 y Univision!,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-0/s130x130/13524544_788168657951722_554365614831365060_n.png?oh=efe2a76e6a82ec5199146c1b17aa0595&oe=57F935CD&__gda__=1475418984_ecbe710a501141809383baf1ed6de0a2,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/788168657951722/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T14:00:08+0000,2016-06-30T04:32:08+0000,1178
64,143,612616258840297_787966867971901,"Selección Colombia - FCFSeleccionCol Mixed Zone at University of Phoenix Stadium in Glendale, AZ",https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/p130x130/13538090_787970187971569_535496619_n.jpg?oh=2fa88e8fccacfe07480e72a40781f6bb&oe=582709BF&__gda__=1479402008_b028b0d1ece959b528322eef771411d7,https://www.facebook.com/2016CopaAmericaCentenario/videos/787966867971901/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T03:36:35+0000,2016-06-27T14:30:33+0000,46
65,144,612616258840297_787960571305864,#Colombia sí que sabe defender el corazón de su país #SentirseCampeon #CopaAmerica Mastercard,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-0/s130x130/13516621_787960571305864_7857266174317083546_n.png?oh=cc88da7eb5eb32afb68a0643c5b0902c&oe=57F66310&__gda__=1478959874_ba13750b206c4e9b954876fc590f3221,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787960571305864/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T03:20:15+0000,2016-06-27T03:41:52+0000,24
66,145,612616258840297_787956997972888,This is the Mastercard priceless moment of the day!,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-0/s130x130/13516544_787956997972888_191117292155139202_n.png?oh=4b7dcd5b772ed89d6d3788d620b8ab42&oe=58264FEA&__gda__=1476046453_d011008d6790ea72137d15a1776aeae9,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787956997972888/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T03:11:59+0000,2016-06-28T02:09:30+0000,16
67,146,612616258840297_787956671306254,"Check out the official Emojis of #Copa100: thumbkandi.com/copa2016
#officialcopaemoji",https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xpf1/v/t15.0-10/s130x130/12525719_1124950217527228_1763246446_n.jpg?oh=5e364455922e1fd2557d199d0af54dfb&oe=58266AEC&__gda__=1475919316_38809eb2077d47065c8e9101be1d1d71,https://www.facebook.com/Thumbkandi/videos/1124941980861385/,Thumbkandi,,"Kick off Copa América Centenario 2016 and share the emoji fun! 
The Official Copa América Centenario 2016 Emoji-Sticker Collection has arrived.

Download now! thumbkandi.com/copa2016

 #copamerica #CA2016 #copaemojis #socceremoji",,video,added_video,2016-06-26T03:09:46+0000,2016-06-26T17:05:22+0000,
68,147,612616258840297_787944127974175,CAC 2016 Post Match Interviews & Press Conference,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xaf1/v/t15.0-10/s130x130/13538026_787952961306625_2021423183_n.jpg?oh=2043fe8659d0f72a83240c9ed9ba2fe4&oe=57F683A5&__gda__=1476273235_c00ccec5584a7e50a0af3a108b14c651,https://www.facebook.com/2016CopaAmericaCentenario/videos/787944127974175/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T02:48:55+0000,2016-06-30T23:28:18+0000,77
69,148,612616258840297_787938564641398,"U.S. Soccer Mixed Zone at University of Phoenix Stadium in Glendale, AZ",https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfp1/v/t15.0-10/p130x130/13481558_787942191307702_546221012_n.jpg?oh=9d6a7214e8d49e5fb11b1055834a79fc&oe=58309553&__gda__=1475300340_c0bb5875f1cd58e78eb9d36ba9d99c32,https://www.facebook.com/2016CopaAmericaCentenario/videos/787938564641398/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T02:41:23+0000,2016-06-27T16:38:50+0000,36
70,149,612616258840297_787938617974726,"Parabéns para David Ospina de Selección Colombia - FCFSeleccionCol, O Melhor Jogador Budweiser da Partida! Acesse pt.ca2016.com/awards para ver todos os jogadores que ganharam o prêmio #Copa100",https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/13494987_787938617974726_2875789319174418743_n.jpg?oh=d0e8db6e55b8c153b1c7815f08c4f8a9&oe=57FD76AF&__gda__=1479495549_9284ba9711210fdfb07940eec066d550,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787938617974726/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:41:19+0000,2016-06-27T17:57:53+0000,85
71,150,612616258840297_787938317974756,"¡Felicitaciones a David Ospina del Selección Colombia - FCFSeleccionCol, Jugador del Partido de Budweiser! Visita es.ca2016.com/awards para conocer a todos los ganadores del premio #Copa100",https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/13506992_787938317974756_7616221185432543647_n.jpg?oh=783c0a413bcfd9c9e46a3b0cc5b136ba&oe=57F8FD79&__gda__=1475435179_9833eb936942721e3e6a122c4bbde4ae,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787938317974756/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:40:41+0000,2016-06-26T14:12:04+0000,36
72,151,612616258840297_787937994641455,"Congratulations to Selección Colombia - FCFSeleccionCol's David Ospina, the Budweiser Man of the Match! Visit http://www.ca2016.com/awards to see all of the award winners #Copa100",https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-0/s130x130/13528835_787937994641455_7978593985822653887_n.jpg?oh=a6e9f191dda309feb740dbfd62b79e37&oe=582C2128&__gda__=1475129862_27200aa65270c896d09b99cab779fcc8,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787937994641455/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:40:01+0000,2016-06-26T14:12:15+0000,31
73,152,612616258840297_787930141308907,CAC 2016 Post Match Interviews & Press Conference,https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xft1/v/t15.0-10/s130x130/13538060_787936344641620_1954810600_n.jpg?oh=b4ee1617d9c817953edaede46ec4e529&oe=5826429A&__gda__=1479264298_ed215956ade22df4540ad2c31571d7c8,https://www.facebook.com/2016CopaAmericaCentenario/videos/787930141308907/,,,,https://www.facebook.com/images/icons/video.gif,video,added_video,2016-06-26T02:28:49+0000,2016-06-29T00:14:47+0000,65
74,153,612616258840297_787929107975677,Here are the final stats from the #USAvCOL match. #Copa100,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-0/s130x130/13438947_787929107975677_7438751165301364464_n.jpg?oh=e79de5689b32aa5fa5068182cb46a7c6&oe=57F5369B&__gda__=1475998588_ce14f47d4653ae6bb13a9302abefffa4,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787929107975677/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:26:44+0000,2016-06-26T02:26:44+0000,157
75,154,612616258840297_787927277975860,Estas fueron las estadísticas del partido #USAvCOL en #Copa100.,https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-0/s130x130/13508854_787927277975860_4624457944252365990_n.jpg?oh=6630626f0b5948011d8b1a2c6cf55aab&oe=582AA49D&__gda__=1480006083_29775717b9706f49e863784b9bb42d12,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787927277975860/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:24:02+0000,2016-06-27T04:50:02+0000,53
76,155,612616258840297_787926131309308,Confiram as estatísticas da partida de hoje! #USAvCOL #Copa100,https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-0/s130x130/13516343_787926131309308_7405197993935964581_n.jpg?oh=de431876ce28f8f536b639b49803bcbf&oe=5832F5B7&__gda__=1479468679_0d8b1e5420a2d5578bb64cf69bc45537,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787926131309308/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:22:06+0000,2016-06-26T02:22:06+0000,11
77,156,612616258840297_787926134642641,Confiram as estatísticas da partida de hoje! #USAvCOL #Copa100,https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-0/s130x130/13510759_787926134642641_6523487567946423101_n.jpg?oh=ba92a731d4d71923c34863df932771b0&oe=58364691&__gda__=1479233999_7056c56255929d7a2a21c863a7884749,https://www.facebook.com/2016CopaAmericaCentenario/photos/a.688703801231542.1073741828.612616258840297/787926134642641/?type=3,Timeline Photos,,,https://www.facebook.com/images/icons/photo.gif,photo,added_photos,2016-06-26T02:22:06+0000,2016-06-26T13:39:27+0000,15
